Post_ID: 2514612068813197256	|Post_Code: CLlslqFhU_I	|Owner_ID: 3264184642	|Likes: 27	|Time_Stamp: 1613985139	|Tags: ['#at', '#at2019', '#atnobo2019']	|Caption: #at #at2019 #atnobo2019
Post_ID: 2037255321798630268	|Post_Code: BxFyOvclNt8	|Owner_ID: 5449861615	|Likes: 77	|Time_Stamp: 1557079781	|Tags: ['#thebad', '#thegood', '#appalachiantrail', '#appalachianthruhike', '#atclassof2019', '#atnobo', '#atnobo2019', '#thruhike', '#optoutside', '#hikerhunger', '#hikertrash', '#appalachiantrail2019', '#hikerfeed']	|Caption: #thebad<br><br>This most recent section posed some interesting challenges. Finding camping was a bit difficult because we passed through a lot of restrictive areas. A chemical plant, a landfill, a 7 mile switchbacked section with few flat spots for tents, and no water sources for 10+ miles at a time. We pitched our tents near roads and highways a couple times and missed the quiet peaceful woods, where we feel like we belong. With the heat came humidity, bugs, poison ivy, some sleepless nights, and needing to camel up and carry extra water between water sources. We have never been so sweaty. Sunshine's sleeping pad is leaking faster and faster each night, and we weren't able to fix it in the mountains without a bathtub or soapy water to help find the holes. Bluegrass has been Mr.Fix-it between the sleeping pad and his shoes... Yes, the ones he just got 200 miles ago. We will make another post on this later, but we are pretty disappointed with how poorly Altras hold up on the trail. We pushed ourselves on miles this week, and our bodies are showing it. Sunshine has a split toe, poison ivy all over her body, some boo-boos, and wicked sore knees and feet. Bluegrass has ferocious allergies and achy hips. (He wins). But man is there a ton to share with you about #thegood !<br>.<br>.<br>.<br>.<br>.<br>.<br>#appalachiantrail #appalachianthruhike #atclassof2019 #atnobo #atnobo2019 #thruhike #optoutside #hikerhunger #hikertrash #appalachiantrail2019 #hikerfeed
Post_ID: 2036704638237105672	|Post_Code: BxD1BPag14I	|Owner_ID: 191290861	|Likes: 35	|Time_Stamp: 1557014134	|Tags: ['#2019appalachiantrailthruhike', '#appalachiantrail', '#atthruhike', '#atnobo2019', '#georgiatomaine', '#at2019', '#traillife', '#backpacking', '#adventureawaits', '#explore', '#exploremore', '#optoutdoors', '#thruhiker', '#katahdinorbust', '#ichallengeyoutoalloutlife', '#thetrek', '#backpackerradio']	|Caption: Day 40 8.6 miles<br>Had a great nights sleep. Headed into downtown Erwin for some free blueberry pancakes, which were delicious. Erwin was having there Trail Days this weekend. They had the downtown area closed and allot of vendors and live music. Made it really hard to leave, contemplated staying another day just to enjoy the festivities. Was watching the weather radar and seen a line of storms heading our way. It was about noon at the time and storms weren’t expected to hit until 6ish, so i headed out. Was looking to hit a campsite about 10 miles outside Erwin. If i kept a good pace i could make it. It was about 4:30pm when i could hear the thunder roll (garth brooks) and was still about 4 miles out. Thoughts were going threw my head “I’m not gunna make it, find the next flat spot”. About 15 minutes later it started drizzling, then a little more, then a little more. “I’m not gunna make it” 🤬 i was on a ridge about halfway up the mountain. If i looked left, straight down, if i looked right, straight up. It wasn’t the ideal camping spot. About 10 minutes later the sky let loose and just down poured. I got lucky though, at the next bend was a campsite right before Indian Grave Gap. Quickly set my tent up (probably the quickest I’ve ever set it up) and threw all my soaking wet gear inside. It rained for an hour then the sun came out. Currently drying my gear before the next wave comes through at 10ish. Ohh...the life of a thru hiker. 🤣 made for an interesting day though 🤷‍♂️. Thanks for all the love and Support. 🏕🚶‍♂️⛰ Hike on... #2019appalachiantrailthruhike #appalachiantrail #atthruhike #atnobo2019 #georgiatomaine #at2019 #traillife #backpacking #adventureawaits #explore #exploremore #optoutdoors #thruhiker #katahdinorbust #ichallengeyoutoalloutlife #thetrek #backpackerradio
Post_ID: 2036573899777820929	|Post_Code: BxDXSvvFskB	|Owner_ID: 5449861615	|Likes: 129	|Time_Stamp: 1556998549	|Tags: ['#theugly']	|Caption: Sunshine here. This time I want to start our update with #theugly ... Or really, the beautiful. <br>Like all other aspects of our marriage, the AT is not just a shared journey. It's also an individual one. We support each other the best we can, but our own feet have to walk the miles. Blue has his unique struggles with the trail and I have mine. One thing we didn't expect was how hard it would be to watch each other work through those struggles independently. On the day of this picture, my feet were in new kinds of pain. I pushed my trail runners too far (600 miles) and they were toast. It was getting late in the day and the clouds were looking threatening. We reached the base of a steep climb and I asked Blue to tell me how many more miles to camp. "Three," he said. "We are at the base of our last climb." I couldn't hold back my tears. I didn't feel like I had three more miles. I didn't want to climb in the rain. I asked him for some pain meds and he kindly dropped pack to dig them out for me. I swallowed them fast and before he could put his pack back on, I was long gone. I turned on my most motivating music and pushed as hard as I could. Just then, it POURED down rain. I don't know how I found the mental fortutude to climb that mountain as fast as I did in the downpour, or to ignore the pain throbbing in my shoes. But I did. What I didn't know, was that Blue was trying desperately to catch me. His only thought was that he didn't want me facing that battle alone. Even if he couldn't fix it for me, he wanted to be there. He caught me almost at the top, breathing ragged and with new pains of his own for pushing so hard. We finished the climb together. At the top, we enjoyed the view in silence. Until he tearfully said "I'm so sorry you hurt." We shared a good cry and I took this picture to remember the moment. Not of the view, but of us. Because we are the journey. The trail gets real ugly sometimes, but after a few days I find those ugly moments to be the most beautiful. Later that night I realized: this man is my own Katahdin. I could walk 700 miles of this trail, or 2,192. My holy mountain is walking right behind me, every step of the way.
Post_ID: 2036474283682668160	|Post_Code: BxDApJBH56A	|Owner_ID: 9971332098	|Likes: 240	|Time_Stamp: 1556986674	|Tags: ['#atnobo2019', '#thruhikers', '#thruhike', '#atthruhike', '#appalachiantrail', '#withguthook', '#optoutside', '#beanoutsider', '#hikersofinstagram', '#hiking']	|Caption: (End of day 41 | 471 miles | 21.49%) It wasn't quite a marathon...but we pulled our longest ever day (24 miles) to arrive in Damascus, VA a day ahead of schedule. Our legs are weary and our feet are sore, but we FINALLY made it to Virginia so our spirits are high! We'll be taking a zero day today - meaning we won't hike any miles - in order to resupply our food and get some much needed mental respite. Virginia is the longest state on the AT...around 500 miles. That means our next state line is going to be at close to 1,000 miles. Wooo! We're off to see some wild ponies and climb up to McAfee Knob. Thanks for following and for your support! 🧙‍♂️&🏴‍☠️ #atnobo2019 #thruhikers #thruhike #atthruhike #appalachiantrail #withguthook #optoutside #beanoutsider #hikersofinstagram #hiking
Post_ID: 2036463659375687030	|Post_Code: BxC-OiXFHV2	|Owner_ID: 5449861615	|Likes: 125	|Time_Stamp: 1556985407	|Tags: ['#appalachiantrail', '#appalachianthruhike', '#atclassof2019', '#atnobo', '#atnobo2019', '#thruhike', '#optoutside', '#hikerhunger', '#hikertrash', '#appalachiantrail2019', '#hikerfeed']	|Caption: The iconic McAfee Knob... Another anticipated milestone on the AT. We were so lucky to see it just before the rain hit. Be warned- for the next day or so we will be empowered with WiFi and time. Your instafeed will be blasted! But for now I need to finish this hamburger. -Sunshine<br>.<br>.<br>.<br>.<br>.<br>.<br>#appalachiantrail #appalachianthruhike #atclassof2019 #atnobo #atnobo2019 #thruhike #optoutside #hikerhunger #hikertrash #appalachiantrail2019 #hikerfeed
Post_ID: 2035974367489295733	|Post_Code: BxBO-ZyAAV1	|Owner_ID: 191290861	|Likes: 42	|Time_Stamp: 1556927079	|Tags: ['#2019appalachiantrailthruhike', '#appalachiantrail', '#atthruhike', '#atnobo2019', '#georgiatomaine', '#at2019', '#traillife', '#backpacking', '#adventureawaits', '#explore', '#exploremore', '#optoutdoors', '#thruhiker', '#katahdinorbust', '#ichallengeyoutoalloutlife', '#thetrek', '#backpackerradio']	|Caption: Day 39 zero day<br>Found a new hat, what do ya think? 🤣😂🤷‍♂️ #2019appalachiantrailthruhike #appalachiantrail #atthruhike #atnobo2019 #georgiatomaine #at2019 #traillife #backpacking #adventureawaits #explore #exploremore #optoutdoors #thruhiker #katahdinorbust #ichallengeyoutoalloutlife #thetrek #backpackerradio
Post_ID: 2035703891539372911	|Post_Code: BxARedbFatv	|Owner_ID: 5449861615	|Likes: 94	|Time_Stamp: 1556894836	|Tags: ['#appalachiantrail', '#appalachianthruhike', '#atclassof2019', '#atnobo', '#atnobo2019', '#thruhike', '#optoutside', '#hikerhunger', '#hikertrash', '#appalachiantrail2019', '#hikerfeed']	|Caption: 100 miles a week looks good on us.<br>.<br>.<br>.<br>.<br>.<br>.<br>.<br>#appalachiantrail #appalachianthruhike #atclassof2019 #atnobo #atnobo2019 #thruhike #optoutside #hikerhunger #hikertrash #appalachiantrail2019 #hikerfeed
Post_ID: 2035413619436501285	|Post_Code: Bw_PecdgTkl	|Owner_ID: 40987439	|Likes: 23	|Time_Stamp: 1556860233	|Tags: ['#crushin’it', '#atnobo2019', '#thruhiker']	|Caption: Mile 200 of 2,192. #crushin’it  #atnobo2019 #thruhiker
Post_ID: 2035274670986727627	|Post_Code: Bw-v4eog5DL	|Owner_ID: 191290861	|Likes: 32	|Time_Stamp: 1556843669	|Tags: ['#2019appalachiantrailthruhike', '#appalachiantrail', '#atthruhike', '#atnobo2019', '#georgiatomaine', '#at2019', '#traillife', '#backpacking', '#adventureawaits', '#explore', '#exploremore', '#optoutdoors', '#thruhiker', '#katahdinorbust', '#ichallengeyoutoalloutlife', '#thetrek', '#backpackerradio']	|Caption: Day 38  5 miles<br>Got into Erwin, TN this morning. Demolished two plates of Mexican food. Currently in a food coma. 🤣 Thanks for all the love and Support. 🏕🚶‍♂️⛰ Hike on...<br>#2019appalachiantrailthruhike #appalachiantrail #atthruhike #atnobo2019 #georgiatomaine #at2019 #traillife #backpacking #adventureawaits #explore #exploremore #optoutdoors #thruhiker #katahdinorbust #ichallengeyoutoalloutlife #thetrek #backpackerradio
Post_ID: 2034592168571772036	|Post_Code: Bw8UswugxyE	|Owner_ID: 570153394	|Likes: 45	|Time_Stamp: 1556762308	|Tags: ['#appalachiantrail', '#thetrek', '#withguthooks', '#hikertrash', '#hikerlife', '#eggs', '#northcarolina', '#atnobo2019', '#onthetrail', '#nobo', '#atthruhike', '#appalachiantrail2019', '#wildernessculture', '#womenthathike', '#longdistancehiking', '#camp', '#tramily', '#hikinglifestyle', '#fontanadam', '#arewethereyet', '#georgiatomaine', '#trektheat', '#walkingforsage']	|Caption: Day 28<br>Miles today 11.4<br>Miles total 164.3<br>1. My first major fall on the trail.  While going under a fallen tree on the trail,  I tripped on my feet and my body was flung down the hill.  Thankfully a tree stopped me before I headed down the slope.  My knee didn’t like that very much and has been acting up since then.  Hopefully a day rest will set it right.<br>2. Ummm...Bears<br>3. I see eyes<br>4. So much green <br>5. This is the equivalent of a newly paved highway for my feet.<br>6. Birds <br>7. I saw this vending machine in the Fontana Dam parking lot.  I was so excited for a dr. Pepper after an 11+ Miles day however this vending machine took my dollar then wouldn’t take my other dollar.  I pressed the return button and it proceeded to give me a dollar worth of nickels.  Nickels the heaviest coin. Nickels. <br>8.  Today <br>#appalachiantrail #thetrek #withguthooks #hikertrash #hikerlife #eggs #northcarolina #atnobo2019 #onthetrail #nobo #atthruhike #appalachiantrail2019 #wildernessculture #womenthathike #longdistancehiking #camp #tramily #hikinglifestyle #fontanadam #arewethereyet #georgiatomaine #trektheat  #walkingforsage
Post_ID: 2034526151157745962	|Post_Code: Bw8FsFOAAkq	|Owner_ID: 191290861	|Likes: 41	|Time_Stamp: 1556754438	|Tags: ['#2019appalachiantrailthruhike', '#appalachiantrail', '#atthruhike', '#atnobo2019', '#georgiatomaine', '#at2019', '#traillife', '#backpacking', '#adventureawaits', '#explore', '#exploremore', '#optoutdoors', '#thruhiker', '#katahdinorbust', '#ichallengeyoutoalloutlife', '#thetrek', '#backpackerradio']	|Caption: Day-37  17.4 miles<br>Man the wind was blowing last night. It wasn’t strong, just a consistent wind, probably 5-10 mph. We camped about 0.1 miles up from Low Gap on the ridge. Campsites were a little lower into the gap but nothing was flat, plus the wind wasn’t as prominent. Headed out of camp about 9ish and made the 1300ft climb to Big Bald Mountain (5516elv). Had an awesome 360 degree view of the world. It’s funny how ripples in the earth can be so beautiful. 😆 Didn’t stay long, the wind was pretty bad today. Headed over to Big Stamp which is a treeless ridge. Saw a few deer that didn’t care at all that i was there. 🤣 from there it was down hill to Whistling Gap. Took the pack off and had some lunch, couscous with some extra ramen noodles i had. Meh, it worked ok. I made it to Spivey Gap (333.1) about 2:30pm and started what i thought was my last climb of the day. About half way up I stopped at a water source to wash some of the sweat off my face. As i was doing that a dog walks up, lays right in the stream and starts gulping down water, i just looked at and said “yup, i know how you feel buddy!”. The digs owner showed up a little later, she was slackpacking into Erwin for the day. For the next 2 miles i had a little buddy to hike with, it was great. 😎 I got to No Business Knob Shelter about 4ish and didn’t see Seven, so I continued on. The plan was to camp a little past the shelter to have a shorter hike into Erwin tomorrow morning. Got to Temple Hill Gap, about two miles past the shelter, no Seven. Made another climb up to the summit around 6ish and found a pretty good site just off the trail. Long day, but means only 3 miles into town in the morning. 😁 gunna hit up Subway and demolish two footlong subs, can’t wait! 🤤 have a great night everyone. Thanks for all the love and support. 🏕🚶‍♂️⛰ Hike on...<br>#2019appalachiantrailthruhike #appalachiantrail #atthruhike #atnobo2019 #georgiatomaine #at2019 #traillife #backpacking #adventureawaits #explore #exploremore #optoutdoors #thruhiker #katahdinorbust #ichallengeyoutoalloutlife #thetrek #backpackerradio
Post_ID: 2033866619184471772	|Post_Code: Bw5vuoNA97c	|Owner_ID: 570153394	|Likes: 54	|Time_Stamp: 1556675816	|Tags: ['#appalachiantrail', '#thetrek', '#withguthooks', '#hikertrash', '#hikerlife', '#eggs', '#northcarolina', '#atnobo2019', '#onthetrail', '#nobo', '#atthruhike', '#appalachiantrail2019', '#wildernessculture', '#hike', '#longdistancehiking', '#camp', '#tramily', '#hikinglifestyle', '#jacobsladder', '#arewethereyet', '#georgiatomaine', '#trektheat', '#trailangels', '#walkingforsage']	|Caption: Day 27<br>Miles today 9.2 <br>Miles total 152.9 <br>1. Typical Appalachian trail Shelter (Sassafras Gap Shelter)<br>2. Love finding these <br>3. This mountain was a beast to get up and over<br>4. There is a hiker ahead of me that sets these leaves up at water sources so you can fill up your bottle with ease.  Whom ever you are I thank you 🙏 <br>5. Early evening sun <br>6. These guys. <br>7. Dinner & breakfast <br>8. Today <br>The hike today was another hard one.  I think after yesterday’s climb my legs were just not having it.  Last night all the tent spots were on an angle so sleep was pretty scarce.  I see how the hammock setup comes in handy out here.  For the last 5 nights I have not been able to set my tent up on a decent site.  It’s all good, it can’t be paradise all the time.  Where’s the fun in that? <br>#appalachiantrail #thetrek #withguthooks #hikertrash #hikerlife #eggs #northcarolina #atnobo2019 #onthetrail #nobo #atthruhike #appalachiantrail2019 #wildernessculture #hike #longdistancehiking #camp #tramily #hikinglifestyle #jacobsladder #arewethereyet #georgiatomaine #trektheat  #trailangels #walkingforsage
Post_ID: 2033832737395272788	|Post_Code: Bw5oBlVAWxU	|Owner_ID: 191290861	|Likes: 35	|Time_Stamp: 1556671777	|Tags: ['#2019appalachiantrailthruhike', '#appalachiantrail', '#atthruhike', '#atnobo2019', '#georgiatomaine', '#at2019', '#traillife', '#backpacking', '#adventureawaits', '#explore', '#exploremore', '#optoutdoors', '#thruhiker', '#katahdinorbust', '#ichallengeyoutoalloutlife', '#thetrek', '#backpackerradio']	|Caption: Day-36 it’s really starting to feel like summer. It was so humid last night that everything just stuck to me. I slept with one leg out, one leg in and every time i turned my face stuck to my pillow. 😂 I’m not sure what they were but sounded like some coyotes howling last night about midnight. Sounded like a pack if them, howled for about 10 minutes then gone. Kept one eye open for the rest of the morning. 🧐 started the morning with a nice 1500ft climb up to Lick Rock summit. I don’t mind having big climbs in the morning, gets the blood pumping. 🤪 from there it was a few ups and downs, nothing major. Made it to Sams Gap about  1ish. It passes under interstate 26 into Tennessee. Caught up with Seven and had lunch underneath the overpass. There was a gas station and cafe about 3 miles down the road. We seriously contemplated heading down, but decided to keep trekking on instead. The climb out of Sams Gap SUCKED! I think it was about 1200ft but it was STEEP. My calves were so sore when i reached the top, but was greeted with a wide open prairie. Wide open view of the mountains and thigh high grass just flowing in the wind, absolutely beautiful. I sat down for about 10 minutes to soak it all in. Thats one i will never forget. After that we headed down to Low Gap Campsite (323.4) and set up camp. A little bit lower mileage today with 13, but the hills today had taken there toll. Have a great night everyone. Thanks for all the love and support. 🏕🚶‍♂️⛰ Hike on...<br>#2019appalachiantrailthruhike #appalachiantrail #atthruhike #atnobo2019 #georgiatomaine #at2019 #traillife #backpacking #adventureawaits #explore #exploremore #optoutdoors #thruhiker #katahdinorbust #ichallengeyoutoalloutlife #thetrek #backpackerradio
Post_ID: 2033631337906437568	|Post_Code: Bw46O1cA_3A	|Owner_ID: 570153394	|Likes: 51	|Time_Stamp: 1556647768	|Tags: ['#appalachiantrail', '#thetrek', '#withguthooks', '#hikertrash', '#hikerlife', '#drystacking', '#northcarolina', '#atnobo2019', '#onthetrail', '#nobo', '#appalachiantrail2019', '#wildernessculture', '#hike', '#camp', '#railroad', '#noc']	|Caption: Day 26 | Miles today 7.1 | Miles total 143.9 | Today was a short mile day but grueling, for lack of a better word.  Half the day was spent listening to the whooshing of my blood running through my ears, extreme sweating and wondering when my heart was going to burst through my chest. It was hot and very little water, so I had to carry more then usual.  Over 7 miles uphill, steep.  Today really tested the saying, “A bad day on the trail is better then a good day at work.” As I lay here in my tent, I am looking forward to sleep, resting my legs and thankful for the weather because doing this climb in the rain would have made it so much more difficult.  I definitely feel stronger as the days go on, however once and a while a day comes along and reminds you that you have limits and walls.  Apparently we are human.  Photo 1 - You can always find out where your friends are.  2- dry wall stacking. 3 - hello there.  4 - Roots.  5 - water source/shower.  6 - Dinner. 7 -life.  8 - Today’s Hike NOC (Nantahala Outdoor Center) to Sassafras Gap Shelter #appalachiantrail #thetrek #withguthooks #hikertrash #hikerlife #drystacking #northcarolina #atnobo2019 #onthetrail #nobo #appalachiantrail2019 #wildernessculture #hike #camp #railroad #noc
Post_ID: 2033496184848537248	|Post_Code: Bw4bgGWAlag	|Owner_ID: 55481985	|Likes: 79	|Time_Stamp: 1556631657	|Tags: ['#atnobo2019', '#atthruhike']	|Caption: Gas station bathroom selfie before getting back on trail. Peep the toilet in the back. #atnobo2019 #atthruhike
Post_ID: 2033442285366087358	|Post_Code: Bw4PPwigQ6-	|Owner_ID: 191290861	|Likes: 31	|Time_Stamp: 1556625231	|Tags: ['#2019appalachiantrailthruhike', '#appalachiantrail', '#atthruhike', '#atnobo2019', '#georgiatomaine', '#at2019', '#traillife', '#backpacking', '#adventureawaits', '#explore', '#exploremore', '#optoutdoors', '#thruhiker', '#katahdinorbust', '#ichallengeyoutoalloutlife', '#thetrek', '#backpackerradio']	|Caption: Day-35 wow, what a day! 😁 took my time getting out of the tent this morning. Had a pop tart and made some coffee without ever getting up, 😂 it was like breakfast in bed, but my bed is an air mattress and my breakfast wasn’t pancakes. 🙄 got all packed up and headed out by 8:30am. i think sevan is very meticulously trying to turn me into an early riser. 🤣☕️ Had a little climb up to Big Firescald Knob with a great view. The trail was on the ridge line for about a mile after that. I wouldn’t call it a trail, more like a bunch of bloody big rocks that the trail crews happened to stack other rocks on top of each other, so you could get on TOP of the bloody big rock/boulders. 😂😳 It was a good change of pace though from the last few days, and hit that BIG OLE 300 mile marker. 🤘 From there it was a little up and down until we made it to Big Butt Mountain. I think it was called that because there was a huge boulder with a crack down the middle resembling a buttocks. 😉 I caught up to Sevan around 3ish and we found a campsite just south of Devil Fork Gap (311.1). Set up camp real quick and headed up to Laurel Hostel which was 0.5 miles up trail. We had a beer and mingled with a bunch of thru hikers eating pizza and drinking beers. Campfinder was already here when we got back, but he wanted to knock a little of the climb we have tomorrow out. I don’t blame him, it’s gunna be rough. 🤒 watching the sunset as i type this, it’s gunna be a good night. ☀️ Have a great night. Thanks for all the love and support. 🏕🚶‍♂️⛰ Hike on...<br>#2019appalachiantrailthruhike #appalachiantrail #atthruhike #atnobo2019 #georgiatomaine #at2019 #traillife #backpacking #adventureawaits #explore #exploremore #optoutdoors #thruhiker #katahdinorbust #ichallengeyoutoalloutlife #thetrek #backpackerradio
Post_ID: 2032939775375238614	|Post_Code: Bw2c_RpAOXW	|Owner_ID: 9971332098	|Likes: 145	|Time_Stamp: 1556565328	|Tags: ['#atthruhike', '#atnobo2019', '#thruhikers', '#appalachiantrail', '#optoutside', '#withguthook', '#beanoutsider']	|Caption: Today was WILD! We were up in the clouds for the first half of the day, and they did not disappoint. From what we're calling "cloud waterfalls", to feeling like you're looking out the window of an airplane, to roaming the Roan Highlands in howling wind and cloud cover (which fellow thru hiker and Scotsman "Picky" tells us are very reminiscent of his native highlands), today was perhaps our favorite day yet. As always, the trail provides!! 🧙‍♂️&🏴‍☠️ #atthruhike #atnobo2019 #thruhikers #appalachiantrail #optoutside #withguthook #beanoutsider
Post_ID: 2032935606732075724	|Post_Code: Bw2cCnSgjLM	|Owner_ID: 9971332098	|Likes: 113	|Time_Stamp: 1556564831	|Tags: ['#thruhikers', '#atthruhike', '#atnobo2019', '#withguthook', '#trektheat', '#hikertrash', '#hiking', '#optoutside', '#beanoutsider']	|Caption: (End of day 37 | 395.2 miles | 18.03%) We're really starting to kick up our mileage, which means we end up encountering too many amazing things to fit into one post! Today, we crossed the NC/TN border for the final time, and now we'll remain in Tennessee until we hit the Virginia border at mile 477. It's crazy to think that we've been out here for over a month, and the two of us are now fully aware of both physical and personal changes that are happening because we're out here. The trail provides! 🧙‍♂️&🏴‍☠️ #thruhikers #atthruhike #atnobo2019 #withguthook #trektheat #hikertrash #hiking #optoutside #beanoutsider
Post_ID: 2032786513084054349	|Post_Code: Bw16JBAlHtN	|Owner_ID: 10352112610	|Likes: 70	|Time_Stamp: 1556547057	|Tags: []	|Caption: Grayson Highlands was amazing! We went trough a huge storm and almost got hypothermia but then we spent some time with the ponies and our days were much better.
Post_ID: 2032777409095737104	|Post_Code: Bw14EiQlx8Q	|Owner_ID: 5449861615	|Likes: 119	|Time_Stamp: 1556545972	|Tags: ['#appalachiantrail', '#appalachianthruhike', '#atclassof2019', '#atnobo', '#atnobo2019', '#thruhike', '#optoutside', '#hikerhunger', '#hikertrash', '#appalachiantrail2019', '#hikerfeed', '#marriage', '#hiketogether', '#staytogether', '#soulmate']	|Caption: Soul mate.<br>.<br>.<br>.<br>.<br>.<br>.<br>#appalachiantrail #appalachianthruhike #atclassof2019 #atnobo #atnobo2019 #thruhike #optoutside #hikerhunger #hikertrash #appalachiantrail2019 #hikerfeed #marriage #hiketogether #staytogether #soulmate
Post_ID: 2032710593898691831	|Post_Code: Bw1o4PwgTz3	|Owner_ID: 191290861	|Likes: 25	|Time_Stamp: 1556538007	|Tags: ['#2019appalachiantrailthruhike', '#appalachiantrail', '#atthruhike', '#atnobo2019', '#georgiatomaine', '#at2019', '#traillife', '#backpacking', '#adventureawaits', '#explore', '#exploremore', '#optoutdoors', '#thruhiker', '#katahdinorbust', '#ichallengeyoutoalloutlife', '#thetrek', '#backpackerradio']	|Caption: Day-34 The weather forecasters are never right. They were saying rain last night and most of today. 🙄 woke up to a beautiful morning and ended up being pretty hot. Made those climbs even more argues, more than they already were. 😅 not much went on today, no views or sites to see. Got into Hemlock Hollow Inn about 1ish. It was a 0.6 mile hike off trail and wasn’t sure if it would be worth it, but it was. They had a really nice setup where you could cook pizzas or cheese burgers if you wanted. I ended up grabbing two bacon cheese burgers and two diet pepsis and mowed em all down. If you’re ever passing through check em out, really nice people. Of course after that we had a 2000ft climb up to Camp Creek Bald. On a full stomach that really sucked. 🤢 got into camp about 5ish for a 14 mile day. It feels as though I’m finally getting my trail legs. The climbs the last few days have been tough, but have been able to get through em with less breaks. I’ve been sleeping allot better, so I’m sure that’s helping also. Should be hitting the 300 mile marker tomorrow 😳 have a great day. Thanks for all the love and support. 🏕🚶‍♂️⛰ Hike on...<br>#2019appalachiantrailthruhike #appalachiantrail #atthruhike #atnobo2019 #georgiatomaine #at2019 #traillife #backpacking #adventureawaits #explore #exploremore #optoutdoors #thruhiker #katahdinorbust #ichallengeyoutoalloutlife #thetrek #backpackerradio
Post_ID: 2032461910395657740	|Post_Code: Bw0wVbMpR4M	|Owner_ID: 12739081107	|Likes: 7	|Time_Stamp: 1556508362	|Tags: ['#appalachiantrail', '#thruhiker', '#grandma', '#hikertrash', '#atnobo2019', '#nantahalaoutdoorcenter']	|Caption: The N.O.C was good to us, picked up a resupply and enjoyed the day. Grandma tied one on. #appalachiantrail #thruhiker #grandma #hikertrash #atnobo2019 #nantahalaoutdoorcenter
Post_ID: 2032459917614743763	|Post_Code: Bw0v4bRpYDT	|Owner_ID: 12739081107	|Likes: 8	|Time_Stamp: 1556508124	|Tags: ['#appalachiantrail', '#thruhiker', '#grandma', '#hiker', '#hikertrash', '#atnobo2019', '#dirtygirlgaiters', '#hippichick']	|Caption: Standing in the falls, first time she hasn't fell in an a while. #appalachiantrail #thruhiker #grandma #hiker #hikertrash #atnobo2019 #dirtygirlgaiters #hippichick
Post_ID: 2032459149896664385	|Post_Code: Bw0vtQSFUVB	|Owner_ID: 12739081107	|Likes: 6	|Time_Stamp: 1556508078	|Tags: ['#appalachiantrail', '#thruhiker', '#grandma', '#hikertrash', '#atnobo2019']	|Caption: A quick shower provided by mother nature and a little human ingenuity. Just Al and grandma getting ready for the big day in town. #appalachiantrail #thruhiker #grandma #hikertrash #atnobo2019
Post_ID: 2032324436686107145	|Post_Code: Bw0RE61BXIJ	|Owner_ID: 4868901087	|Likes: 14	|Time_Stamp: 1556491973	|Tags: ['#riverbeers', '#atnobo2019', '#hikerchick', '#hikertrash']	|Caption: Sunday Funday trail style! #riverbeers #atnobo2019 #hikerchick #hikertrash
Post_ID: 2032284173313811037	|Post_Code: Bw0H7ApBKJd	|Owner_ID: 4868901087	|Likes: 16	|Time_Stamp: 1556487174	|Tags: ['#atnobo2019', '#hikerchick', '#hikertrash', '#appalachiantrail']	|Caption: Sunshine Daydream #atnobo2019 #hikerchick #hikertrash #appalachiantrail
Post_ID: 2031710054240416990	|Post_Code: BwyFYellvTe	|Owner_ID: 12739081107	|Likes: 17	|Time_Stamp: 1556418750	|Tags: ['#appalachiantrail', '#thruhiker', '#hiking', '#hikertrash', '#atnobo2019', '#northcarolina', '#thatviewtho', '#mountains', '#nature']	|Caption: #appalachiantrail #thruhiker #hiking #hikertrash #atnobo2019 #northcarolina #thatviewtho #mountains #nature
Post_ID: 2031706723242712209	|Post_Code: BwyEoAWp5yR	|Owner_ID: 12739081107	|Likes: 4	|Time_Stamp: 1556418336	|Tags: ['#thruhiker', '#atnobo2019', '#hikertrash', '#hikerchick', '#thatviewtho']	|Caption: #thruhiker #atnobo2019 #hikertrash #hikerchick #thatviewtho
