Post_ID: 2767968078367702428	|Post_Code: CZpzE1Muj2c	|Place_Name: Pine Grove Furnace State Park	|Short_Name: Pine Grove Furnace State Park	|Place_ID: 2002366193359721	|Address: 1100 Pine Grove Rd	|City: Gardners, Pennsylvania	|Latitude: 40	|Longitude: -77
Post_ID: 2763415431253403723	|Post_Code: CZZn7GKsShL	|Place_Name: Mountain Top Furniture	|Short_Name: Mountain Top Furniture	|Place_ID: 102199313168049	|Address: 3733 Murphy Hwy	|City: Blairsville, GA	|Latitude: 34	|Longitude: -84
Post_ID: 2763406957208034068	|Post_Code: CZZl_yGOlsU	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 133151754013761	|Address: 	|City: 	|Latitude: 39	|Longitude: -77
Post_ID: 2763402525337925428	|Post_Code: CZZk_SmLzc0	|Place_Name: Lake Mills Park	|Short_Name: Lake Mills Park	|Place_ID: 155674057809334	|Address: 1301 Tropical Ave	|City: 	|Latitude: 28	|Longitude: -81
Post_ID: 2763393968689198883	|Post_Code: CZZjCxmLTcj	|Place_Name: Appalachian Heritage Distillery	|Short_Name: Appalachian Heritage Distillery	|Place_ID: 151985958787571	|Address: 110 W Laurel Ave	|City: Damascus, Virginia	|Latitude: 36	|Longitude: -81
Post_ID: 2763373147904273374	|Post_Code: CZZeTyur-ve	|Place_Name: Virginia	|Short_Name: Virginia	|Place_ID: 109564639069465	|Address: 	|City: 	|Latitude: 37	|Longitude: -79
Post_ID: 2763373064614349311	|Post_Code: CZZeSlKOIn_	|Place_Name: Blue Ridge Mountains, NC	|Short_Name: Blue Ridge Mountains	|Place_ID: 138258729572707	|Address: 	|City: Asheville, NC	|Latitude: 35	|Longitude: -82
Post_ID: 2763347170490804324	|Post_Code: CZZYZxYL2hk	|Place_Name: North Georgia Mountains	|Short_Name: North Georgia Mountains	|Place_ID: 229998573782200	|Address: 	|City: 	|Latitude: 34	|Longitude: -84
Post_ID: 2763343214104356805	|Post_Code: CZZXgMtLSfF	|Place_Name: Mount Tammany	|Short_Name: Mount Tammany	|Place_ID: 116003805113513	|Address: 	|City: 	|Latitude: 40	|Longitude: -75
Post_ID: 2763341110930294739	|Post_Code: CZZXBl-O8fT	|Place_Name: Max Patch	|Short_Name: Max Patch	|Place_ID: 112280942122486	|Address: 	|City: 	|Latitude: 35	|Longitude: -82
Post_ID: 2763322681871477291	|Post_Code: CZZS1akuqor	|Place_Name: Adirondack Mountains	|Short_Name: Adirondack Mountains	|Place_ID: 109352185758566	|Address: 	|City: 	|Latitude: 44	|Longitude: -73
Post_ID: 2763321975700942405	|Post_Code: CZZSrI5r25F	|Place_Name: Chica and Sunsets Hostel	|Short_Name: Chica and Sunsets Hostel	|Place_ID: 1202287009931105	|Address: 103 Spring Road	|City: Franklin, North Carolina	|Latitude: 35	|Longitude: -83
Post_ID: 2763316708401525393	|Post_Code: CZZRefWLLKR	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 133151754013761	|Address: 	|City: 	|Latitude: 39	|Longitude: -77
Post_ID: 2763309501236892284	|Post_Code: CZZP1nJr9J8	|Place_Name: Appalachian Trail Boardwalk	|Short_Name: Appalachian Trail Boardwalk	|Place_ID: 861017654045449	|Address: CR-517	|City: 	|Latitude: 41	|Longitude: -74
Post_ID: 2763307889684595346	|Post_Code: CZZPeKRr0KS	|Place_Name: Blood Mountain Georgia Summit 4,459 ft	|Short_Name: Blood Mountain Georgia Summit 4	|Place_ID: 1996702553927602	|Address: Byron Reece trailhead parking, Byron Reece Memorial Trail,	|City: 	|Latitude: 34	|Longitude: -83
Post_ID: 2763303251656790398	|Post_Code: CZZOaqxr1F-	|Place_Name: Buckroe Fishing Pier	|Short_Name: Buckroe Fishing Pier	|Place_ID: 455899971168742	|Address: 330 S Resort Blvd	|City: Hampton, VA	|Latitude: 37	|Longitude: -76
Post_ID: 2763292709516901693	|Post_Code: CZZMBQpLn09	|Place_Name: Lions Head Trail	|Short_Name: Lions Head Trail	|Place_ID: 170513990522643	|Address: Bunker Hill	|City: 	|Latitude: 42	|Longitude: -73
Post_ID: 2763255799239802139	|Post_Code: CZZDoJROf0b	|Place_Name: Jumbo Rocks Campground	|Short_Name: Jumbo Rocks Campground	|Place_ID: 2163217907281132	|Address: Joshua Tree National Park	|City: Joshua Tree, California	|Latitude: 33	|Longitude: -116
Post_ID: 2763147727838264164	|Post_Code: CZYrDf7ujtk	|Place_Name: Clingman,s Dome	|Short_Name: Clingman	|Place_ID: 160477454137651	|Address: 	|City: 	|Latitude: 35	|Longitude: -83
Post_ID: 2763147231744385808	|Post_Code: CZYq8R6OmMQ	|Place_Name: Clingman,s Dome	|Short_Name: Clingman	|Place_ID: 160477454137651	|Address: 	|City: 	|Latitude: 35	|Longitude: -83
Post_ID: 2763146763391519312	|Post_Code: CZYq1duOMpQ	|Place_Name: Clingman,s Dome	|Short_Name: Clingman	|Place_ID: 160477454137651	|Address: 	|City: 	|Latitude: 35	|Longitude: -83
Post_ID: 2763031403678437250	|Post_Code: CZYQmwngI-C	|Place_Name: Blue Ridge, Georgia	|Short_Name: Blue Ridge	|Place_ID: 108108919218127	|Address: 	|City: 	|Latitude: 34	|Longitude: -84
Post_ID: 2763023459443301256	|Post_Code: CZYOzJ-MFuI	|Place_Name: Fayetteville, Georgia	|Short_Name: Fayetteville	|Place_ID: 105605216138583	|Address: 	|City: 	|Latitude: 33	|Longitude: -84
Post_ID: 2763022457365392161	|Post_Code: CZYOkktsOsh	|Place_Name: Winding Stair Gap, NC	|Short_Name: Winding Stair Gap	|Place_ID: 570258013018362	|Address: 	|City: 	|Latitude: 35	|Longitude: -83
Post_ID: 2763020803937356840	|Post_Code: CZYOMg1s0wo	|Place_Name: Woody Gap Recreation Area	|Short_Name: Woody Gap Recreation Area	|Place_ID: 217115421994081	|Address: 	|City: Dahlonega, GA	|Latitude: 34	|Longitude: -83
Post_ID: 2763020756734302866	|Post_Code: CZYOL04LdqS	|Place_Name: Hamburg Reservoir	|Short_Name: Hamburg Reservoir	|Place_ID: 176887239087924	|Address: 	|City: 	|Latitude: 40	|Longitude: -75
Post_ID: 2763016511411484334	|Post_Code: CZYNODHOHau	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 133151754013761	|Address: 	|City: 	|Latitude: 39	|Longitude: -77
Post_ID: 2763013656087936483	|Post_Code: CZYMkf4rL3j	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 133151754013761	|Address: 	|City: 	|Latitude: 39	|Longitude: -77
Post_ID: 2763012872534003268	|Post_Code: CZYMZGJOI5E	|Place_Name: Appalachian Trail Conservancy	|Short_Name: Appalachian Trail Conservancy	|Place_ID: 16218202395	|Address: 799 Washington St	|City: Harpers Ferry, West Virginia	|Latitude: 39	|Longitude: -77
Post_ID: 2763009287695192810	|Post_Code: CZYLk7gLVLq	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 133151754013761	|Address: 	|City: 	|Latitude: 39	|Longitude: -77
Post_ID: 2762980864398907799	|Post_Code: CZYFHUPstmX	|Place_Name: Cooper Gap	|Short_Name: Cooper Gap	|Place_ID: 176522802752623	|Address: 	|City: Dahlonega, Georgia	|Latitude: 34	|Longitude: -84
Post_ID: 2762977313912113175	|Post_Code: CZYETpmMcgX	|Place_Name: Virginia	|Short_Name: Virginia	|Place_ID: 109564639069465	|Address: 	|City: 	|Latitude: 37	|Longitude: -79
Post_ID: 2762972288372316378	|Post_Code: CZYDKhMrhja	|Place_Name: Greenbriar National Park GSMNP	|Short_Name: Greenbriar National Park GSMNP	|Place_ID: 105678639516375	|Address: 	|City: Gatlinburg, TN	|Latitude: 35	|Longitude: -83
Post_ID: 2762926764713847648	|Post_Code: CZX40D_MCtg	|Place_Name: Appalachian Trail: Table Rock Peters Mountain	|Short_Name: Appalachian Trail: Table Rock Peters Mountain	|Place_ID: 166824823869063	|Address: 	|City: 	|Latitude: 40	|Longitude: -76
Post_ID: 2762926320075558750	|Post_Code: CZX4tl4rk9e	|Place_Name: Appalachian Trail, Dragon's Tooth	|Short_Name: Appalachian Trail	|Place_ID: 193961803948761	|Address: Catawba Valley Dr	|City: Catawba, VA	|Latitude: 37	|Longitude: -80
Post_ID: 2762912128159860456	|Post_Code: CZX1fEolkbo	|Place_Name: Ferne Clyffe State Park	|Short_Name: Ferne Clyffe State Park	|Place_ID: 108216629200602	|Address: Route 37	|City: 	|Latitude: 37	|Longitude: -88
Post_ID: 2762909616662591169	|Post_Code: CZX06hnrzbB	|Place_Name: Roan Mountain	|Short_Name: Roan Mountain	|Place_ID: 142548999089754	|Address: 	|City: 	|Latitude: 36	|Longitude: -82
Post_ID: 2762899186005679501	|Post_Code: CZXyivUFZ2N	|Place_Name: Appalachian Trail @ Weverton	|Short_Name: Appalachian Trail @ Weverton	|Place_ID: 358635611346272	|Address: Weverton Rd	|City: 	|Latitude: 39	|Longitude: -77
Post_ID: 2762892001609704674	|Post_Code: CZXw6MUtuTi	|Place_Name: Mount Jackson Summit	|Short_Name: Mount Jackson Summit	|Place_ID: 182269422314899	|Address: US-302 E/Crawford Notch Rd	|City: 	|Latitude: 44	|Longitude: -71
Post_ID: 2762886618740793533	|Post_Code: CZXvr3IuaC9	|Place_Name: Mt Eisenhower, White Mountains, NH	|Short_Name: Mt Eisenhower	|Place_ID: 639183879771806	|Address: 	|City: 	|Latitude: 44	|Longitude: -71
Post_ID: 2762886357700719259	|Post_Code: CZXvoEBhjKb	|Place_Name: Amicalola Falls State Park &amp; Lodge	|Short_Name: Amicalola Falls State Park &amp; Lodge	|Place_ID: 115158441879505	|Address: 418 Amicalola Falls Lodge Road	|City: Dawsonville, GA	|Latitude: 34	|Longitude: -84
Post_ID: 2762883663534020201	|Post_Code: CZXvA24rNZp	|Place_Name: Roan Mountain	|Short_Name: Roan Mountain	|Place_ID: 142548999089754	|Address: 	|City: 	|Latitude: 36	|Longitude: -82
Post_ID: 2762882440044623697	|Post_Code: CZXuvDbBjdR	|Place_Name: Ramrock Mountain	|Short_Name: Ramrock Mountain	|Place_ID: 119937268054813	|Address: 	|City: 	|Latitude: 34	|Longitude: -84
Post_ID: 2762883003518524665	|Post_Code: CZXu3QMr5z5	|Place_Name: Lovers Leap	|Short_Name: Lovers Leap	|Place_ID: 1864344100450598	|Address: 239 Silvermine Rd	|City: Hot Springs, NC	|Latitude: 35	|Longitude: -82
Post_ID: 2762879021388528277	|Post_Code: CZXt9TjPfqV	|Place_Name: Springer Mountain	|Short_Name: Springer Mountain	|Place_ID: 143470302335077	|Address: 	|City: Blue Ridge, Georgia	|Latitude: 34	|Longitude: -84
Post_ID: 2762876945408419886	|Post_Code: CZXtfGJL2gu	|Place_Name: Roan Mountain	|Short_Name: Roan Mountain	|Place_ID: 142548999089754	|Address: 	|City: 	|Latitude: 36	|Longitude: -82
Post_ID: 2762871809316153661	|Post_Code: CZXsUWyOuk9	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 475687342635119	|Address: 	|City: Warwick, New York	|Latitude: 41	|Longitude: -74
Post_ID: 2762856721203822276	|Post_Code: CZXo4y4p37E	|Place_Name: Shenandoah National Park	|Short_Name: Shenandoah National Park	|Place_ID: 197375046954591	|Address: 	|City: 	|Latitude: 38	|Longitude: -78
Post_ID: 2762850526905827799	|Post_Code: CZXnep_uQHX	|Place_Name: Manassas Gap Shelter	|Short_Name: Manassas Gap Shelter	|Place_ID: 525303887498594	|Address: 2545-2501 Tuckers Ln	|City: 	|Latitude: 38	|Longitude: -78
Post_ID: 2762828853139585912	|Post_Code: CZXijQulbt4	|Place_Name: Marshall, North Carolina	|Short_Name: Marshall	|Place_ID: 111826025500807	|Address: 	|City: 	|Latitude: 35	|Longitude: -82
Post_ID: 2762821261382147171	|Post_Code: CZXg0yWlFxj	|Place_Name: Great Smoky Mountains National Park	|Short_Name: Great Smoky Mountains National Park	|Place_ID: 130618693662136	|Address: 	|City: 	|Latitude: -1	|Longitude: -1
Post_ID: 2762813929512281024	|Post_Code: CZXfKGBFKPA	|Place_Name: Boston, Massachusetts	|Short_Name: Boston	|Place_ID: 106003956105810	|Address: 	|City: 	|Latitude: 42	|Longitude: -71
Post_ID: 2762804359068098155	|Post_Code: CZXc-02J55r	|Place_Name: Town and Country Inn and Resort	|Short_Name: Town and Country Inn and Resort	|Place_ID: 94071096408	|Address: 20  US-2	|City: Gorham, New Hampshire	|Latitude: 44	|Longitude: -71
Post_ID: 2762804292161277123	|Post_Code: CZXc92iMozD	|Place_Name: National Running Show	|Short_Name: National Running Show	|Place_ID: 1201162949924379	|Address: NEC	|City: Birmingham, United Kingdom	|Latitude: 52	|Longitude: -1
Post_ID: 2762801432309378003	|Post_Code: CZXcUPFvavT	|Place_Name: Blacksburg, Virginia	|Short_Name: Blacksburg	|Place_ID: 105504032816974	|Address: 	|City: 	|Latitude: 37	|Longitude: -80
Post_ID: 2762798042035211671	|Post_Code: CZXbi5pp02X	|Place_Name: Hot Springs, North Carolina	|Short_Name: Hot Springs	|Place_ID: 104192952951161	|Address: 	|City: 	|Latitude: 35	|Longitude: -82
Post_ID: 2762796906419005911	|Post_Code: CZXbSYBpynX	|Place_Name: East Fork French Broad River	|Short_Name: East Fork French Broad River	|Place_ID: 142516112447845	|Address: 	|City: 	|Latitude: 35	|Longitude: -82
Post_ID: 2762795884702250043	|Post_Code: CZXbDgelrQ7	|Place_Name: Blood Mountain, GA - Appalachian Trail	|Short_Name: Blood Mountain	|Place_ID: 180293245347651	|Address: 	|City: Blairsville, GA	|Latitude: 34	|Longitude: -83
Post_ID: 2762781425059745503	|Post_Code: CZXXxF4u87f	|Place_Name: Blood Mountain, GA - Appalachian Trail	|Short_Name: Blood Mountain	|Place_ID: 180293245347651	|Address: 	|City: Blairsville, GA	|Latitude: 34	|Longitude: -83
Post_ID: 2762776641992974479	|Post_Code: CZXWrfTvOCP	|Place_Name: North Kinsman (Summit Elev 4293')	|Short_Name: North Kinsman (Summit Elev 4293')	|Place_ID: 194513250617297	|Address: 	|City: Lincoln, New Hampshire	|Latitude: 44	|Longitude: -71
Post_ID: 2762767497653825646	|Post_Code: CZXUma-prBu	|Place_Name: Appalachian Trail Roan Mountain	|Short_Name: Appalachian Trail Roan Mountain	|Place_ID: 1284837314886429	|Address:  	|City: Bakersville, NC	|Latitude: 36	|Longitude: -82
Post_ID: 2762755629837084531	|Post_Code: CZXR5uNpmdz	|Place_Name: Harpers Ferry, West Virginia	|Short_Name: Harpers Ferry	|Place_ID: 112061685476452	|Address: 	|City: 	|Latitude: 39	|Longitude: -77
Post_ID: 2762748555639039233	|Post_Code: CZXQSx2lqUB	|Place_Name: Dingmans Ferry, Pennsylvania	|Short_Name: Dingmans Ferry	|Place_ID: 103766672994760	|Address: 	|City: 	|Latitude: 41	|Longitude: -74
Post_ID: 2762747082582752945	|Post_Code: CZXP9V9l36x	|Place_Name: Chica and Sunsets Hostel	|Short_Name: Chica and Sunsets Hostel	|Place_ID: 1202287009931105	|Address: 103 Spring Road	|City: Franklin, North Carolina	|Latitude: 35	|Longitude: -83
Post_ID: 2762741822180489371	|Post_Code: CZXOwy1Lvib	|Place_Name: Peter's Mountian Appalachian Trail	|Short_Name: Peter's Mountian Appalachian Trail	|Place_ID: 162914417747695	|Address: 	|City: Halifax, Pennsylvania	|Latitude: 40	|Longitude: -76
Post_ID: 2762737744410567262	|Post_Code: CZXN1dHJ-Je	|Place_Name: West Virginia	|Short_Name: West Virginia	|Place_ID: 112083625475436	|Address: 	|City: 	|Latitude: 39	|Longitude: -80
Post_ID: 2762734771354783748	|Post_Code: CZXNKMPONAE	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 133151754013761	|Address: 	|City: 	|Latitude: 39	|Longitude: -77
Post_ID: 2762733757423893536	|Post_Code: CZXM7b8Ozwg	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 112003792234130	|Address: 3065 Valley Rd	|City: Middlesex, Pennsylvania	|Latitude: 40	|Longitude: -77
Post_ID: 2762716947994237502	|Post_Code: CZXJG08Jdo-	|Place_Name: Appalachian Mountains	|Short_Name: Appalachian Mountains	|Place_ID: 108569239165348	|Address: 	|City: 	|Latitude: 35	|Longitude: -82
Post_ID: 2762724899890321140	|Post_Code: CZXK6iuFtb0	|Place_Name: Bellevue, Kentucky	|Short_Name: Bellevue	|Place_ID: 106129602751105	|Address: 	|City: 	|Latitude: 39	|Longitude: -84
Post_ID: 2762720098058108658	|Post_Code: CZXJ0qqlf7y	|Place_Name: Blue Ridge, Virginia	|Short_Name: Blue Ridge	|Place_ID: 103167399722846	|Address: 	|City: 	|Latitude: 37	|Longitude: -79
Post_ID: 2762719105662159148	|Post_Code: CZXJmObLYks	|Place_Name: McAfee Knob Appalachian Trail	|Short_Name: McAfee Knob Appalachian Trail	|Place_ID: 1345639132199336	|Address: 	|City: Blacksburg, VA	|Latitude: 37	|Longitude: -80
Post_ID: 2762696184932721359	|Post_Code: CZXEYr1PeLP	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 122691141773222	|Address: 	|City: 	|Latitude: 43	|Longitude: -72
Post_ID: 2762687137338191294	|Post_Code: CZXCVBmlW2-	|Place_Name: Southern Terminus, Appalachian Trail - Springer Mt. Summit	|Short_Name: Southern Terminus	|Place_ID: 553251878500992	|Address: 	|City: 	|Latitude: 34	|Longitude: -84
Post_ID: 2762672471478554238	|Post_Code: CZW-_m9Os5-	|Place_Name: McAfee Knob	|Short_Name: McAfee Knob	|Place_ID: 474183719267988	|Address: 	|City: 	|Latitude: 37	|Longitude: -80
Post_ID: 2762661585900547769	|Post_Code: CZW8hM-OC65	|Place_Name: Roan Mountain, Tennessee	|Short_Name: Roan Mountain	|Place_ID: 113531668660186	|Address: 	|City: 	|Latitude: 36	|Longitude: -82
Post_ID: 2762641841178667902	|Post_Code: CZW4B4RFet-	|Place_Name: Highlands County	|Short_Name: Highlands County	|Place_ID: 109948175697373	|Address: 	|City: Highlands County, Florida	|Latitude: 27	|Longitude: -81
Post_ID: 2762634565077376736	|Post_Code: CZW2X_3px7g	|Place_Name: Somewhere In The Mountains	|Short_Name: Somewhere In The Mountains	|Place_ID: 293384424779993	|Address: 	|City: 	|Latitude: 35	|Longitude: -83
Post_ID: 2762631207703771999	|Post_Code: CZW1nJEl3tf	|Place_Name: Barefoot Hills Hotel	|Short_Name: Barefoot Hills Hotel	|Place_ID: 46668647990	|Address: 7693 Highway 19 N	|City: Dahlonega, GA	|Latitude: 34	|Longitude: -83
Post_ID: 2762618043924962838	|Post_Code: CZWynlWO14W	|Place_Name: Appalachian Trail, Shenandoah National Park	|Short_Name: Appalachian Trail	|Place_ID: 183866498824103	|Address: 	|City: 	|Latitude: 38	|Longitude: -78
Post_ID: 2762617038247350118	|Post_Code: CZWyY8vLM9m	|Place_Name: North Carolina	|Short_Name: North Carolina	|Place_ID: 104083326294266	|Address: 	|City: 	|Latitude: 35	|Longitude: -80
Post_ID: 2762607556075446254	|Post_Code: CZWwO9xr9_u	|Place_Name: Sedona, Arizona	|Short_Name: Sedona	|Place_ID: 109433465748891	|Address: 	|City: 	|Latitude: 34	|Longitude: -111
Post_ID: 2762578867472991727	|Post_Code: CZWptfbuoXv	|Place_Name: Chimney Rocks	|Short_Name: Chimney Rocks	|Place_ID: 144043372285206	|Address: 	|City: 	|Latitude: 39	|Longitude: -77
Post_ID: 2762574723164995932	|Post_Code: CZWoxLvuQFc	|Place_Name: White Mountain National Forest	|Short_Name: White Mountain National Forest	|Place_ID: 796145647254839	|Address: 	|City: 	|Latitude: 44	|Longitude: -71
Post_ID: 2762458985029165581	|Post_Code: CZWOc-NP-IN	|Place_Name: Pie Town	|Short_Name: Pie Town	|Place_ID: 1241233585983892	|Address: 	|City: 	|Latitude: 39	|Longitude: -104
Post_ID: 2762403480845989648	|Post_Code: CZWB1R6ILcQ	|Place_Name: Somerset, Kentucky	|Short_Name: Somerset	|Place_ID: 112674218747903	|Address: 	|City: 	|Latitude: 37	|Longitude: -84
Post_ID: 2762333660860597948	|Post_Code: CZVx9Q-s0a8	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 133151754013761	|Address: 	|City: 	|Latitude: 39	|Longitude: -77
Post_ID: 2762322003178361576	|Post_Code: CZVvTn6sRLo	|Place_Name: Long Creek Falls	|Short_Name: Long Creek Falls	|Place_ID: 1657335174539671	|Address: 	|City: Three Forks, Georgia	|Latitude: 34	|Longitude: -84
Post_ID: 2762313501391362747	|Post_Code: CZVtX6Aspq7	|Place_Name: Rod Hollow Shelter	|Short_Name: Rod Hollow Shelter	|Place_ID: 211664702192409	|Address: 	|City: 	|Latitude: 39	|Longitude: -77
Post_ID: 2762304617508285845	|Post_Code: CZVrWoQAK2V	|Place_Name: Wilton, Maine	|Short_Name: Wilton	|Place_ID: 112211182125286	|Address: 	|City: 	|Latitude: 44	|Longitude: -70
Post_ID: 2762288000828268182	|Post_Code: CZVnk0wsV6W	|Place_Name: Appalachian Trail Days	|Short_Name: Appalachian Trail Days	|Place_ID: 1841501392840912	|Address: 	|City: Damascus, VA	|Latitude: 36	|Longitude: -81
Post_ID: 2762285597182040944	|Post_Code: CZVnB2MNptw	|Place_Name: Chattahoochee National Forest	|Short_Name: Chattahoochee National Forest	|Place_ID: 102923121288084	|Address: 	|City: 	|Latitude: 34	|Longitude: -84
Post_ID: 2762284312466443273	|Post_Code: CZVmvJtMkwJ	|Place_Name: Rolston’s Cove Ridge Cabin	|Short_Name: Rolston’s Cove Ridge Cabin	|Place_ID: 113310543847809	|Address: 	|City: Butler, Tennessee	|Latitude: 36	|Longitude: -82
Post_ID: 2762267464215656834	|Post_Code: CZVi5-jMXmC	|Place_Name: Blood Mountain - The Summit	|Short_Name: Blood Mountain - The Summit	|Place_ID: 568172030304551	|Address: 	|City: 	|Latitude: 34	|Longitude: -83
Post_ID: 2762258622496782257	|Post_Code: CZVg5UDrjex	|Place_Name: Keys Gap, Virginia	|Short_Name: Keys Gap	|Place_ID: 107427192626884	|Address: 	|City: 	|Latitude: 39	|Longitude: -77
Post_ID: 2762230223669598811	|Post_Code: CZVacDlrJpb	|Place_Name: Pisgah Forest, North Carolina	|Short_Name: Pisgah Forest	|Place_ID: 111737808839548	|Address: 	|City: 	|Latitude: 35	|Longitude: -82
Post_ID: 2762221950167321276	|Post_Code: CZVYjqSgoq8	|Place_Name: Black Dirt Region, Pine Island, NY	|Short_Name: Black Dirt Region	|Place_ID: 105850956467519	|Address: 	|City: Pine Island, New York	|Latitude: 41	|Longitude: -74
Post_ID: 2762220509603816676	|Post_Code: CZVYOsqO-Tk	|Place_Name: The Pinnacle (Appalachian trail)	|Short_Name: The Pinnacle (Appalachian trail)	|Place_ID: 144209455622212	|Address: 	|City: Hamburg, PA	|Latitude: 40	|Longitude: -75
Post_ID: 2762211501782266884	|Post_Code: CZVWLneOvQE	|Place_Name: Chattahoochee National Forest, Ga	|Short_Name: Chattahoochee National Forest	|Place_ID: 243592646139809	|Address: 	|City: 	|Latitude: 34	|Longitude: -83
Post_ID: 2669426289163099200	|Post_Code: CULtREXp9xA	|Place_Name: Asheville, North Carolina	|Short_Name: Asheville	|Place_ID: 104063499628686	|Address: 	|City: 	|Latitude: 35	|Longitude: -82
Post_ID: 2453436888049099454	|Post_Code: CIMW9nPAaK-	|Place_Name: Appalachian Trail Georgia	|Short_Name: Appalachian Trail Georgia	|Place_ID: 191202574266926	|Address: 	|City: 	|Latitude: 34	|Longitude: -84
Post_ID: 2762187825162557531	|Post_Code: CZVQzE5uRhb	|Place_Name: Appalachian Mountains	|Short_Name: Appalachian Mountains	|Place_ID: 108569239165348	|Address: 	|City: 	|Latitude: 35	|Longitude: -82
Post_ID: 2762180357461941536	|Post_Code: CZVPGaEFJ0g	|Place_Name: Lake Mills Park	|Short_Name: Lake Mills Park	|Place_ID: 155674057809334	|Address: 1301 Tropical Ave	|City: 	|Latitude: 28	|Longitude: -81
Post_ID: 2762139862574885548	|Post_Code: CZVF5IQuOqs	|Place_Name: Great Smoky Mountains National Park	|Short_Name: Great Smoky Mountains National Park	|Place_ID: 130618693662136	|Address: 	|City: 	|Latitude: -1	|Longitude: -1
Post_ID: 2762134140571302276	|Post_Code: CZVEl3OuzmE	|Place_Name: Lehigh Gap, Pennsylvania	|Short_Name: Lehigh Gap	|Place_ID: 108898742471080	|Address: 	|City: 	|Latitude: 40	|Longitude: -75
Post_ID: 2762123361333312149	|Post_Code: CZVCJASFHqV	|Place_Name: Appalachian Heritage Distillery	|Short_Name: Appalachian Heritage Distillery	|Place_ID: 151985958787571	|Address: 110 W Laurel Ave	|City: Damascus, Virginia	|Latitude: 36	|Longitude: -81
Post_ID: 2762105523076934509	|Post_Code: CZU-FbHJStt	|Place_Name: Elk Garden, Virginia	|Short_Name: Elk Garden	|Place_ID: 104334186273918	|Address: 	|City: 	|Latitude: 36	|Longitude: -81
Post_ID: 2762104807110846071	|Post_Code: CZU97AUPaZ3	|Place_Name: Black Dog Salvage	|Short_Name: Black Dog Salvage	|Place_ID: 63593292668	|Address: 902 13th St SW	|City: Roanoke, VA	|Latitude: 37	|Longitude: -79
Post_ID: 2762082245393346248	|Post_Code: CZU4ysFFW7I	|Place_Name: The Woods	|Short_Name: The Woods	|Place_ID: 113370178677731	|Address: 	|City: 	|Latitude: 38	|Longitude: -76
Post_ID: 2762074451881601027	|Post_Code: CZU3BRzlagD	|Place_Name: North Georgia Mountains	|Short_Name: North Georgia Mountains	|Place_ID: 229998573782200	|Address: 	|City: 	|Latitude: 34	|Longitude: -84
Post_ID: 2762072137548563371	|Post_Code: CZU2fmalgOr	|Place_Name: North Georgia Mountains	|Short_Name: North Georgia Mountains	|Place_ID: 229998573782200	|Address: 	|City: 	|Latitude: 34	|Longitude: -84
Post_ID: 2762066240778862234	|Post_Code: CZU1JynuP6a	|Place_Name: Mount Lafayette	|Short_Name: Mount Lafayette	|Place_ID: 111150862269526	|Address: 	|City: 	|Latitude: 44	|Longitude: -71
Post_ID: 2762066088936693076	|Post_Code: CZU1HlNOV1U	|Place_Name: Appalachian Trail, Falls Village, CT	|Short_Name: Appalachian Trail	|Place_ID: 1293663354079679	|Address: 	|City: 	|Latitude: 41	|Longitude: -73
Post_ID: 2762065997308166320	|Post_Code: CZU1GP3vQCw	|Place_Name: Erwin, Tennessee	|Short_Name: Erwin	|Place_ID: 112699618745464	|Address: 	|City: 	|Latitude: 36	|Longitude: -82
Post_ID: 2762054206498777481	|Post_Code: CZUyaq0u6mJ	|Place_Name: North Georgia Mountains Blairsville Georgia	|Short_Name: North Georgia Mountains Blairsville Georgia	|Place_ID: 294365997677129	|Address: 	|City: Union, GA	|Latitude: 34	|Longitude: -84
Post_ID: 2762048269418532157	|Post_Code: CZUxERfLI09	|Place_Name: Black Rock	|Short_Name: Black Rock	|Place_ID: 139100382792146	|Address: 	|City: Smithsburg, Maryland	|Latitude: 39	|Longitude: -77
Post_ID: 2762045709290942239	|Post_Code: CZUwfBLra8f	|Place_Name: Black Rock	|Short_Name: Black Rock	|Place_ID: 139100382792146	|Address: 	|City: Smithsburg, Maryland	|Latitude: 39	|Longitude: -77
Post_ID: 2762043955452137798	|Post_Code: CZUwFfyvVFG	|Place_Name: North Carolina	|Short_Name: North Carolina	|Place_ID: 104083326294266	|Address: 	|City: 	|Latitude: 35	|Longitude: -80
Post_ID: 2762032051864788978	|Post_Code: CZUtYRtpN_y	|Place_Name: Appalachian Trail / Race Brook Falls	|Short_Name: Appalachian Trail / Race Brook Falls	|Place_ID: 266823110693401	|Address: 	|City: 	|Latitude: 42	|Longitude: -73
