Post_ID: 2767968078367702428	|Post_Code: CZpzE1Muj2c	|Place_Name: Pine Grove Furnace State Park	|Short_Name: Pine Grove Furnace State Park	|Place_ID: 2002366193359721	|Address: 1100 Pine Grove Rd	|City: Gardners, Pennsylvania	|Latitude: 40.0330199831	|Longitude: -77.3045039177
Post_ID: 2763793583285415726	|Post_Code: CZa957sOy8u	|Place_Name: Delaware Water Gap, Pennsylvania	|Short_Name: Delaware Water Gap	|Place_ID: 109409292412180	|Address: [Null]	|City: [Null]	|Latitude: 40.9838	|Longitude: -75.1422
Post_ID: 2763756474666742982	|Post_Code: CZa1d7mMnTG	|Place_Name: Mad River Glen	|Short_Name: Mad River Glen	|Place_ID: 90212840431	|Address: [Null]	|City: [Null]	|Latitude: -1.0	|Longitude: -1.0
Post_ID: 2763754878910166990	|Post_Code: CZa1GtbsXfO	|Place_Name: Flagstaff Lake, Eustis, Me	|Short_Name: Flagstaff Lake	|Place_ID: 269296539845343	|Address: [Null]	|City: [Null]	|Latitude: 45.1929040108	|Longitude: -70.4060576294
Post_ID: 2763749876620685882	|Post_Code: CZaz96sAXI6	|Place_Name: Appalachian Mountains	|Short_Name: Appalachian Mountains	|Place_ID: 108569239165348	|Address: [Null]	|City: [Null]	|Latitude: 35.7647222222	|Longitude: -82.2652777778
Post_ID: 2763738893846930537	|Post_Code: CZaxeGLrWRp	|Place_Name: Boots Off Hostel &amp; Campground	|Short_Name: Boots Off Hostel &amp; Campground	|Place_ID: 776693399127486	|Address: 142 Shook Branch Rd.	|City: [Null]	|Latitude: 36.29953	|Longitude: -82.13054
Post_ID: 2763694275092893735	|Post_Code: CZanUzusVAn	|Place_Name: Art First	|Short_Name: Art First	|Place_ID: 96675412476	|Address: 824 Caroline Street Suite #1	|City: Fredericksburg, VA	|Latitude: 38.3042170473	|Longitude: -77.461681366
Post_ID: 2763669014156990030	|Post_Code: CZahlNplNZO	|Place_Name: Waynesboro, Pennsylvania	|Short_Name: Waynesboro	|Place_ID: 108148412547114	|Address: [Null]	|City: [Null]	|Latitude: 39.7537	|Longitude: -77.582
Post_ID: 2763661041869623643	|Post_Code: CZafxM4OZFb	|Place_Name: Schaghticoke Mountain	|Short_Name: Schaghticoke Mountain	|Place_ID: 133388076704068	|Address: [Null]	|City: [Null]	|Latitude: 41.6814124062	|Longitude: -73.5231833143
Post_ID: 2763646983904001179	|Post_Code: CZackoYLXyb	|Place_Name: Roan Mountain, Tennessee	|Short_Name: Roan Mountain	|Place_ID: 113531668660186	|Address: [Null]	|City: [Null]	|Latitude: 36.1941666667	|Longitude: -82.0683333333
Post_ID: 2763637285104646184	|Post_Code: CZaaXfqr_go	|Place_Name: Tennessee/North Carolina Border	|Short_Name: Tennessee/North Carolina Border	|Place_ID: 340396169853421	|Address: [Null]	|City: [Null]	|Latitude: 36.2673116568	|Longitude: -82.006850812
Post_ID: 2763606533710060313	|Post_Code: CZaTYAMvJsZ	|Place_Name: Great Smoky Mountains National Park	|Short_Name: Great Smoky Mountains National Park	|Place_ID: 130618693662136	|Address: [Null]	|City: [Null]	|Latitude: -1.0	|Longitude: -1.0
Post_ID: 2763598608796499311	|Post_Code: CZaRkrjFD1v	|Place_Name: White Springs Bed And Breakfast	|Short_Name: White Springs Bed And Breakfast	|Place_ID: 394989287229129	|Address: 16630 Springs St	|City: [Null]	|Latitude: 30.3300991	|Longitude: -82.7551575
Post_ID: 2763585991978961745	|Post_Code: CZaOtFOJstR	|Place_Name: Blood Mountain, GA - Appalachian Trail	|Short_Name: Blood Mountain	|Place_ID: 180293245347651	|Address: [Null]	|City: Blairsville, GA	|Latitude: 34.73522653	|Longitude: -83.918040089
Post_ID: 2763585381952524552	|Post_Code: CZaOkNFvhEI	|Place_Name: Raven Rock Appalachian Trail	|Short_Name: Raven Rock Appalachian Trail	|Place_ID: 262175177297373	|Address: [Null]	|City: [Null]	|Latitude: 39.704524	|Longitude: -77.486197
Post_ID: 2763569604102264104	|Post_Code: CZaK-m0lRUo	|Place_Name: Ramrock Mountain	|Short_Name: Ramrock Mountain	|Place_ID: 119937268054813	|Address: [Null]	|City: [Null]	|Latitude: 34.6726114425	|Longitude: -84.0163959084
Post_ID: 2763554143605306875	|Post_Code: CZaHdoHJzX7	|Place_Name: Bristol, Tennessee	|Short_Name: Bristol	|Place_ID: 112301832114121	|Address: [Null]	|City: [Null]	|Latitude: 36.5691	|Longitude: -82.1975
Post_ID: 2763542024651896370	|Post_Code: CZaEtRdPXYy	|Place_Name: Pacific Crest Trail	|Short_Name: Pacific Crest Trail	|Place_ID: 105616572804764	|Address: [Null]	|City: [Null]	|Latitude: 42.0038	|Longitude: -122.91
Post_ID: 2763539035251501671	|Post_Code: CZaEBxXF2pn	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 122691141773222	|Address: [Null]	|City: [Null]	|Latitude: 43.7010925	|Longitude: -72.2895166699
Post_ID: 2763532733748528843	|Post_Code: CZaCmEoPsbL	|Place_Name: Mechanicsburg, Pennsylvania	|Short_Name: Mechanicsburg	|Place_ID: 105665299468437	|Address: [Null]	|City: [Null]	|Latitude: 40.21194	|Longitude: -77.00611
Post_ID: 2763523149671257576	|Post_Code: CZaAamwuVXo	|Place_Name: North Georgia Mountains	|Short_Name: North Georgia Mountains	|Place_ID: 229998573782200	|Address: [Null]	|City: [Null]	|Latitude: 34.2088018265	|Longitude: -84.1279282329
Post_ID: 2763513906546947848	|Post_Code: CZZ-UGblTcI	|Place_Name: The Horton Hotel and Rooftop Lounge	|Short_Name: The Horton Hotel and Rooftop Lounge	|Place_ID: 654786088015083	|Address: 611 West King St	|City: Boone, North Carolina	|Latitude: 36.218226	|Longitude: -81.683754
Post_ID: 2763506330359919087	|Post_Code: CZZ8l2jpXHv	|Place_Name: Old Edwards Inn and Spa	|Short_Name: Old Edwards Inn and Spa	|Place_ID: 74057748781	|Address: 445 Main St	|City: Highlands	|Latitude: 35.0523996375	|Longitude: -83.1972726758
Post_ID: 2763499830763435541	|Post_Code: CZZ7HRVgbYV	|Place_Name: Jefferson National Forest - Mount Rogers	|Short_Name: Jefferson National Forest - Mount Rogers	|Place_ID: 246905322669353	|Address: 36°39′35″N 81°32′41″W	|City: Troutdale, Virginia	|Latitude: 36.6597222222	|Longitude: -81.5447222222
Post_ID: 2763489774191178719	|Post_Code: CZZ407bFvPf	|Place_Name: Denver, Colorado	|Short_Name: Denver	|Place_ID: 115590505119035	|Address: [Null]	|City: [Null]	|Latitude: 39.7391	|Longitude: -104.98360001
Post_ID: 2763478771625739762	|Post_Code: CZZ2U0fFcXy	|Place_Name: Liteaf LLC	|Short_Name: Liteaf LLC	|Place_ID: 232967147254804	|Address: [Null]	|City: [Null]	|Latitude: -1.0	|Longitude: -1.0
Post_ID: 2763467075459005481	|Post_Code: CZZzqnlOLwp	|Place_Name: Grayson Highlands State Park	|Short_Name: Grayson Highlands State Park	|Place_ID: 142221655810192	|Address: 829 Grayson Highland Ln	|City: Mouth of Wilson, VA	|Latitude: 36.61238	|Longitude: -81.48935
Post_ID: 2763458896766746697	|Post_Code: CZZxzmlLMBJ	|Place_Name: Appalachian Mountains	|Short_Name: Appalachian Mountains	|Place_ID: 314423175245076	|Address: [Null]	|City: [Null]	|Latitude: 36.1942430698	|Longitude: -81.6529112349
Post_ID: 2763452424007770823	|Post_Code: CZZwVaWrOLH	|Place_Name: Appalachian Ski Mountain	|Short_Name: Appalachian Ski Mountain	|Place_ID: 439227932813637	|Address: [Null]	|City: [Null]	|Latitude: 35.1272680192	|Longitude: -80.7635074855
Post_ID: 2763448807402818711	|Post_Code: CZZvgyIOMyX	|Place_Name: Franconia Ridge Trail	|Short_Name: Franconia Ridge Trail	|Place_ID: 139378786099653	|Address: [Null]	|City: Franconia, New Hampshire	|Latitude: 44.1406012705	|Longitude: -71.6456329543
Post_ID: 2763447054937928887	|Post_Code: CZZvHSBLLS3	|Place_Name: Brasstown Bald	|Short_Name: Brasstown Bald	|Place_ID: 110447785674957	|Address: 2941 Hwy 180 Spur	|City: Hiawassee, Georgia	|Latitude: 34.874247174	|Longitude: -83.810950813
Post_ID: 2763440312097906735	|Post_Code: CZZtlKQlyAv	|Place_Name: Great Smoky Mountains National Park	|Short_Name: Great Smoky Mountains National Park	|Place_ID: 130618693662136	|Address: [Null]	|City: [Null]	|Latitude: -1.0	|Longitude: -1.0
Post_ID: 2763438543697070112	|Post_Code: CZZtLbTr8gg	|Place_Name: Roan Mountain	|Short_Name: Roan Mountain	|Place_ID: 142548999089754	|Address: [Null]	|City: [Null]	|Latitude: 36.1063888889	|Longitude: -82.1102777778
Post_ID: 2763434831602106059	|Post_Code: CZZsVaJlb7L	|Place_Name: Virginia	|Short_Name: Virginia	|Place_ID: 109564639069465	|Address: [Null]	|City: [Null]	|Latitude: 37.5	|Longitude: -79.0
Post_ID: 2763434049715464661	|Post_Code: CZZsKB9gmnV	|Place_Name: Harpers Ferry, West Virginia	|Short_Name: Harpers Ferry	|Place_ID: 112061685476452	|Address: [Null]	|City: [Null]	|Latitude: 39.3254	|Longitude: -77.7436
Post_ID: 2763415431253403723	|Post_Code: CZZn7GKsShL	|Place_Name: Mountain Top Furniture	|Short_Name: Mountain Top Furniture	|Place_ID: 102199313168049	|Address: 3733 Murphy Hwy	|City: Blairsville, GA	|Latitude: 34.9059201445	|Longitude: -84.0110438776
Post_ID: 2763406957208034068	|Post_Code: CZZl_yGOlsU	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 133151754013761	|Address: [Null]	|City: [Null]	|Latitude: 39.1119300433	|Longitude: -77.856257056
Post_ID: 2763402525337925428	|Post_Code: CZZk_SmLzc0	|Place_Name: Lake Mills Park	|Short_Name: Lake Mills Park	|Place_ID: 155674057809334	|Address: 1301 Tropical Ave	|City: [Null]	|Latitude: 28.632670539	|Longitude: -81.1230015023
Post_ID: 2763393968689198883	|Post_Code: CZZjCxmLTcj	|Place_Name: Appalachian Heritage Distillery	|Short_Name: Appalachian Heritage Distillery	|Place_ID: 151985958787571	|Address: 110 W Laurel Ave	|City: Damascus, Virginia	|Latitude: 36.6349349885	|Longitude: -81.7894774175
Post_ID: 2763373147904273374	|Post_Code: CZZeTyur-ve	|Place_Name: Virginia	|Short_Name: Virginia	|Place_ID: 109564639069465	|Address: [Null]	|City: [Null]	|Latitude: 37.5	|Longitude: -79.0
Post_ID: 2763373064614349311	|Post_Code: CZZeSlKOIn_	|Place_Name: Blue Ridge Mountains, NC	|Short_Name: Blue Ridge Mountains	|Place_ID: 138258729572707	|Address: [Null]	|City: Asheville, NC	|Latitude: 35.50664168	|Longitude: -82.57506984
Post_ID: 2763347170490804324	|Post_Code: CZZYZxYL2hk	|Place_Name: North Georgia Mountains	|Short_Name: North Georgia Mountains	|Place_ID: 229998573782200	|Address: [Null]	|City: [Null]	|Latitude: 34.2088018265	|Longitude: -84.1279282329
Post_ID: 2763343214104356805	|Post_Code: CZZXgMtLSfF	|Place_Name: Mount Tammany	|Short_Name: Mount Tammany	|Place_ID: 116003805113513	|Address: [Null]	|City: [Null]	|Latitude: 40.9691666667	|Longitude: -75.1113888889
Post_ID: 2763341110930294739	|Post_Code: CZZXBl-O8fT	|Place_Name: Max Patch	|Short_Name: Max Patch	|Place_ID: 112280942122486	|Address: [Null]	|City: [Null]	|Latitude: 35.7970444444	|Longitude: -82.9568111111
Post_ID: 2763322681871477291	|Post_Code: CZZS1akuqor	|Place_Name: Adirondack Mountains	|Short_Name: Adirondack Mountains	|Place_ID: 109352185758566	|Address: [Null]	|City: [Null]	|Latitude: 44.1685995039	|Longitude: -73.8076972961
Post_ID: 2763321975700942405	|Post_Code: CZZSrI5r25F	|Place_Name: Chica and Sunsets Hostel	|Short_Name: Chica and Sunsets Hostel	|Place_ID: 1202287009931105	|Address: 103 Spring Road	|City: Franklin, North Carolina	|Latitude: 35.1935540374	|Longitude: -83.3869192406
Post_ID: 2763316708401525393	|Post_Code: CZZRefWLLKR	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 133151754013761	|Address: [Null]	|City: [Null]	|Latitude: 39.1119300433	|Longitude: -77.856257056
Post_ID: 2763309501236892284	|Post_Code: CZZP1nJr9J8	|Place_Name: Appalachian Trail Boardwalk	|Short_Name: Appalachian Trail Boardwalk	|Place_ID: 861017654045449	|Address: CR-517	|City: [Null]	|Latitude: 41.2352316091	|Longitude: -74.4802643409
Post_ID: 2763307889684595346	|Post_Code: CZZPeKRr0KS	|Place_Name: Blood Mountain Georgia Summit 4,459 ft	|Short_Name: Blood Mountain Georgia Summit 4	|Place_ID: 1996702553927602	|Address: Byron Reece trailhead parking, Byron Reece Memorial Trail,	|City: [Null]	|Latitude: 34.7398656407	|Longitude: -83.937333807
Post_ID: 2763303251656790398	|Post_Code: CZZOaqxr1F-	|Place_Name: Buckroe Fishing Pier	|Short_Name: Buckroe Fishing Pier	|Place_ID: 455899971168742	|Address: 330 S Resort Blvd	|City: Hampton, VA	|Latitude: 37.0383611231	|Longitude: -76.2913191553
Post_ID: 2763292709516901693	|Post_Code: CZZMBQpLn09	|Place_Name: Lions Head Trail	|Short_Name: Lions Head Trail	|Place_ID: 170513990522643	|Address: Bunker Hill	|City: [Null]	|Latitude: 42.0025381905	|Longitude: -73.4458080568
Post_ID: 2763255799239802139	|Post_Code: CZZDoJROf0b	|Place_Name: Jumbo Rocks Campground	|Short_Name: Jumbo Rocks Campground	|Place_ID: 2163217907281132	|Address: Joshua Tree National Park	|City: Joshua Tree, California	|Latitude: 33.9920141548	|Longitude: -116.0645055771
Post_ID: 2763147727838264164	|Post_Code: CZYrDf7ujtk	|Place_Name: Clingman,s Dome	|Short_Name: Clingman	|Place_ID: 160477454137651	|Address: [Null]	|City: [Null]	|Latitude: 35.5001066428	|Longitude: -83.3112589641
Post_ID: 2763147231744385808	|Post_Code: CZYq8R6OmMQ	|Place_Name: Clingman,s Dome	|Short_Name: Clingman	|Place_ID: 160477454137651	|Address: [Null]	|City: [Null]	|Latitude: 35.5001066428	|Longitude: -83.3112589641
Post_ID: 2763146763391519312	|Post_Code: CZYq1duOMpQ	|Place_Name: Clingman,s Dome	|Short_Name: Clingman	|Place_ID: 160477454137651	|Address: [Null]	|City: [Null]	|Latitude: 35.5001066428	|Longitude: -83.3112589641
Post_ID: 2763031403678437250	|Post_Code: CZYQmwngI-C	|Place_Name: Blue Ridge, Georgia	|Short_Name: Blue Ridge	|Place_ID: 108108919218127	|Address: [Null]	|City: [Null]	|Latitude: 34.8683	|Longitude: -84.3211
Post_ID: 2763023459443301256	|Post_Code: CZYOzJ-MFuI	|Place_Name: Fayetteville, Georgia	|Short_Name: Fayetteville	|Place_ID: 105605216138583	|Address: [Null]	|City: [Null]	|Latitude: 33.4479	|Longitude: -84.4618
Post_ID: 2763022457365392161	|Post_Code: CZYOkktsOsh	|Place_Name: Winding Stair Gap, NC	|Short_Name: Winding Stair Gap	|Place_ID: 570258013018362	|Address: [Null]	|City: [Null]	|Latitude: 35.1248408667	|Longitude: -83.53947895
Post_ID: 2763020803937356840	|Post_Code: CZYOMg1s0wo	|Place_Name: Woody Gap Recreation Area	|Short_Name: Woody Gap Recreation Area	|Place_ID: 217115421994081	|Address: [Null]	|City: Dahlonega, GA	|Latitude: 34.6778378923	|Longitude: -83.999992311
Post_ID: 2763020756734302866	|Post_Code: CZYOL04LdqS	|Place_Name: Hamburg Reservoir	|Short_Name: Hamburg Reservoir	|Place_ID: 176887239087924	|Address: [Null]	|City: [Null]	|Latitude: 40.5831868844	|Longitude: -75.9419862433
Post_ID: 2763016511411484334	|Post_Code: CZYNODHOHau	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 133151754013761	|Address: [Null]	|City: [Null]	|Latitude: 39.1119300433	|Longitude: -77.856257056
Post_ID: 2763013656087936483	|Post_Code: CZYMkf4rL3j	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 133151754013761	|Address: [Null]	|City: [Null]	|Latitude: 39.1119300433	|Longitude: -77.856257056
Post_ID: 2763012872534003268	|Post_Code: CZYMZGJOI5E	|Place_Name: Appalachian Trail Conservancy	|Short_Name: Appalachian Trail Conservancy	|Place_ID: 16218202395	|Address: 799 Washington St	|City: Harpers Ferry, West Virginia	|Latitude: 39.32546	|Longitude: -77.74058
Post_ID: 2763009287695192810	|Post_Code: CZYLk7gLVLq	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 133151754013761	|Address: [Null]	|City: [Null]	|Latitude: 39.1119300433	|Longitude: -77.856257056
Post_ID: 2762980864398907799	|Post_Code: CZYFHUPstmX	|Place_Name: Cooper Gap	|Short_Name: Cooper Gap	|Place_ID: 176522802752623	|Address: [Null]	|City: Dahlonega, Georgia	|Latitude: 34.6463730176	|Longitude: -84.0870309971
Post_ID: 2762977313912113175	|Post_Code: CZYETpmMcgX	|Place_Name: Virginia	|Short_Name: Virginia	|Place_ID: 109564639069465	|Address: [Null]	|City: [Null]	|Latitude: 37.5	|Longitude: -79.0
Post_ID: 2762972288372316378	|Post_Code: CZYDKhMrhja	|Place_Name: Greenbriar National Park GSMNP	|Short_Name: Greenbriar National Park GSMNP	|Place_ID: 105678639516375	|Address: [Null]	|City: Gatlinburg, TN	|Latitude: 35.6134881499	|Longitude: -83.491973877
Post_ID: 2762926764713847648	|Post_Code: CZX40D_MCtg	|Place_Name: Appalachian Trail: Table Rock Peters Mountain	|Short_Name: Appalachian Trail: Table Rock Peters Mountain	|Place_ID: 166824823869063	|Address: [Null]	|City: [Null]	|Latitude: 40.4119316777	|Longitude: -76.9297795896
Post_ID: 2762926320075558750	|Post_Code: CZX4tl4rk9e	|Place_Name: Appalachian Trail, Dragon's Tooth	|Short_Name: Appalachian Trail	|Place_ID: 193961803948761	|Address: Catawba Valley Dr	|City: Catawba, VA	|Latitude: 37.3608987861	|Longitude: -80.1734750603
Post_ID: 2762912128159860456	|Post_Code: CZX1fEolkbo	|Place_Name: Ferne Clyffe State Park	|Short_Name: Ferne Clyffe State Park	|Place_ID: 108216629200602	|Address: Route 37	|City: [Null]	|Latitude: 37.5336369356	|Longitude: -88.9814901352
Post_ID: 2762909616662591169	|Post_Code: CZX06hnrzbB	|Place_Name: Roan Mountain	|Short_Name: Roan Mountain	|Place_ID: 142548999089754	|Address: [Null]	|City: [Null]	|Latitude: 36.1063888889	|Longitude: -82.1102777778
Post_ID: 2762899186005679501	|Post_Code: CZXyivUFZ2N	|Place_Name: Appalachian Trail @ Weverton	|Short_Name: Appalachian Trail @ Weverton	|Place_ID: 358635611346272	|Address: Weverton Rd	|City: [Null]	|Latitude: 39.3320095691	|Longitude: -77.6765139705
Post_ID: 2762892001609704674	|Post_Code: CZXw6MUtuTi	|Place_Name: Mount Jackson Summit	|Short_Name: Mount Jackson Summit	|Place_ID: 182269422314899	|Address: US-302 E/Crawford Notch Rd	|City: [Null]	|Latitude: 44.2032898589	|Longitude: -71.3754677413
Post_ID: 2762886618740793533	|Post_Code: CZXvr3IuaC9	|Place_Name: Mt Eisenhower, White Mountains, NH	|Short_Name: Mt Eisenhower	|Place_ID: 639183879771806	|Address: [Null]	|City: [Null]	|Latitude: 44.2580555556	|Longitude: -71.4411111111
Post_ID: 2762886357700719259	|Post_Code: CZXvoEBhjKb	|Place_Name: Amicalola Falls State Park &amp; Lodge	|Short_Name: Amicalola Falls State Park &amp; Lodge	|Place_ID: 115158441879505	|Address: 418 Amicalola Falls Lodge Road	|City: Dawsonville, GA	|Latitude: 34.5653982066	|Longitude: -84.2426383197
Post_ID: 2762883663534020201	|Post_Code: CZXvA24rNZp	|Place_Name: Roan Mountain	|Short_Name: Roan Mountain	|Place_ID: 142548999089754	|Address: [Null]	|City: [Null]	|Latitude: 36.1063888889	|Longitude: -82.1102777778
Post_ID: 2762882440044623697	|Post_Code: CZXuvDbBjdR	|Place_Name: Ramrock Mountain	|Short_Name: Ramrock Mountain	|Place_ID: 119937268054813	|Address: [Null]	|City: [Null]	|Latitude: 34.6726114425	|Longitude: -84.0163959084
Post_ID: 2762883003518524665	|Post_Code: CZXu3QMr5z5	|Place_Name: Lovers Leap	|Short_Name: Lovers Leap	|Place_ID: 1864344100450598	|Address: 239 Silvermine Rd	|City: Hot Springs, NC	|Latitude: 35.8930084881	|Longitude: -82.8266636017
Post_ID: 2762879021388528277	|Post_Code: CZXt9TjPfqV	|Place_Name: Springer Mountain	|Short_Name: Springer Mountain	|Place_ID: 143470302335077	|Address: [Null]	|City: Blue Ridge, Georgia	|Latitude: 34.6273107563	|Longitude: -84.1935244203
Post_ID: 2762876945408419886	|Post_Code: CZXtfGJL2gu	|Place_Name: Roan Mountain	|Short_Name: Roan Mountain	|Place_ID: 142548999089754	|Address: [Null]	|City: [Null]	|Latitude: 36.1063888889	|Longitude: -82.1102777778
Post_ID: 2762871809316153661	|Post_Code: CZXsUWyOuk9	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 475687342635119	|Address: [Null]	|City: Warwick, New York	|Latitude: 41.244625	|Longitude: -74.288803
Post_ID: 2762856721203822276	|Post_Code: CZXo4y4p37E	|Place_Name: Shenandoah National Park	|Short_Name: Shenandoah National Park	|Place_ID: 197375046954591	|Address: [Null]	|City: [Null]	|Latitude: 38.3136459917	|Longitude: -78.6785888672
Post_ID: 2762850526905827799	|Post_Code: CZXnep_uQHX	|Place_Name: Manassas Gap Shelter	|Short_Name: Manassas Gap Shelter	|Place_ID: 525303887498594	|Address: 2545-2501 Tuckers Ln	|City: [Null]	|Latitude: 38.9306569485	|Longitude: -78.0329041858
Post_ID: 2762828853139585912	|Post_Code: CZXijQulbt4	|Place_Name: Marshall, North Carolina	|Short_Name: Marshall	|Place_ID: 111826025500807	|Address: [Null]	|City: [Null]	|Latitude: 35.7999	|Longitude: -82.6748
Post_ID: 2762821261382147171	|Post_Code: CZXg0yWlFxj	|Place_Name: Great Smoky Mountains National Park	|Short_Name: Great Smoky Mountains National Park	|Place_ID: 130618693662136	|Address: [Null]	|City: [Null]	|Latitude: -1.0	|Longitude: -1.0
Post_ID: 2762813929512281024	|Post_Code: CZXfKGBFKPA	|Place_Name: Boston, Massachusetts	|Short_Name: Boston	|Place_ID: 106003956105810	|Address: [Null]	|City: [Null]	|Latitude: 42.3577	|Longitude: -71.0565
Post_ID: 2762804359068098155	|Post_Code: CZXc-02J55r	|Place_Name: Town and Country Inn and Resort	|Short_Name: Town and Country Inn and Resort	|Place_ID: 94071096408	|Address: 20  US-2	|City: Gorham, New Hampshire	|Latitude: 44.3844251587	|Longitude: -71.1584774971
Post_ID: 2762804292161277123	|Post_Code: CZXc92iMozD	|Place_Name: National Running Show	|Short_Name: National Running Show	|Place_ID: 1201162949924379	|Address: NEC	|City: Birmingham, United Kingdom	|Latitude: 52.4502873179	|Longitude: -1.7149234767
Post_ID: 2762801432309378003	|Post_Code: CZXcUPFvavT	|Place_Name: Blacksburg, Virginia	|Short_Name: Blacksburg	|Place_ID: 105504032816974	|Address: [Null]	|City: [Null]	|Latitude: 37.22629	|Longitude: -80.41062
Post_ID: 2762798042035211671	|Post_Code: CZXbi5pp02X	|Place_Name: Hot Springs, North Carolina	|Short_Name: Hot Springs	|Place_ID: 104192952951161	|Address: [Null]	|City: [Null]	|Latitude: 35.892	|Longitude: -82.829
Post_ID: 2762796906419005911	|Post_Code: CZXbSYBpynX	|Place_Name: East Fork French Broad River	|Short_Name: East Fork French Broad River	|Place_ID: 142516112447845	|Address: [Null]	|City: [Null]	|Latitude: 35.1362219	|Longitude: -82.811243
Post_ID: 2762795884702250043	|Post_Code: CZXbDgelrQ7	|Place_Name: Blood Mountain, GA - Appalachian Trail	|Short_Name: Blood Mountain	|Place_ID: 180293245347651	|Address: [Null]	|City: Blairsville, GA	|Latitude: 34.73522653	|Longitude: -83.918040089
Post_ID: 2762781425059745503	|Post_Code: CZXXxF4u87f	|Place_Name: Blood Mountain, GA - Appalachian Trail	|Short_Name: Blood Mountain	|Place_ID: 180293245347651	|Address: [Null]	|City: Blairsville, GA	|Latitude: 34.73522653	|Longitude: -83.918040089
Post_ID: 2762776641992974479	|Post_Code: CZXWrfTvOCP	|Place_Name: North Kinsman (Summit Elev 4293')	|Short_Name: North Kinsman (Summit Elev 4293')	|Place_ID: 194513250617297	|Address: [Null]	|City: Lincoln, New Hampshire	|Latitude: 44.1334304723	|Longitude: -71.7365211628
Post_ID: 2762767497653825646	|Post_Code: CZXUma-prBu	|Place_Name: Appalachian Trail Roan Mountain	|Short_Name: Appalachian Trail Roan Mountain	|Place_ID: 1284837314886429	|Address:  	|City: Bakersville, NC	|Latitude: 36.106623	|Longitude: -82.103468
Post_ID: 2762755629837084531	|Post_Code: CZXR5uNpmdz	|Place_Name: Harpers Ferry, West Virginia	|Short_Name: Harpers Ferry	|Place_ID: 112061685476452	|Address: [Null]	|City: [Null]	|Latitude: 39.3254	|Longitude: -77.7436
Post_ID: 2762748555639039233	|Post_Code: CZXQSx2lqUB	|Place_Name: Dingmans Ferry, Pennsylvania	|Short_Name: Dingmans Ferry	|Place_ID: 103766672994760	|Address: [Null]	|City: [Null]	|Latitude: 41.22002	|Longitude: -74.87127
Post_ID: 2762747082582752945	|Post_Code: CZXP9V9l36x	|Place_Name: Chica and Sunsets Hostel	|Short_Name: Chica and Sunsets Hostel	|Place_ID: 1202287009931105	|Address: 103 Spring Road	|City: Franklin, North Carolina	|Latitude: 35.1935540374	|Longitude: -83.3869192406
Post_ID: 2762741822180489371	|Post_Code: CZXOwy1Lvib	|Place_Name: Peter's Mountian Appalachian Trail	|Short_Name: Peter's Mountian Appalachian Trail	|Place_ID: 162914417747695	|Address: [Null]	|City: Halifax, Pennsylvania	|Latitude: 40.3667	|Longitude: -76.9311
Post_ID: 2762737744410567262	|Post_Code: CZXN1dHJ-Je	|Place_Name: West Virginia	|Short_Name: West Virginia	|Place_ID: 112083625475436	|Address: [Null]	|City: [Null]	|Latitude: 39.0	|Longitude: -80.5
Post_ID: 2762734771354783748	|Post_Code: CZXNKMPONAE	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 133151754013761	|Address: [Null]	|City: [Null]	|Latitude: 39.1119300433	|Longitude: -77.856257056
Post_ID: 2762733757423893536	|Post_Code: CZXM7b8Ozwg	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 112003792234130	|Address: 3065 Valley Rd	|City: Middlesex, Pennsylvania	|Latitude: 40.2791796738	|Longitude: -77.0959629583
Post_ID: 2762716947994237502	|Post_Code: CZXJG08Jdo-	|Place_Name: Appalachian Mountains	|Short_Name: Appalachian Mountains	|Place_ID: 108569239165348	|Address: [Null]	|City: [Null]	|Latitude: 35.7647222222	|Longitude: -82.2652777778
Post_ID: 2762724899890321140	|Post_Code: CZXK6iuFtb0	|Place_Name: Bellevue, Kentucky	|Short_Name: Bellevue	|Place_ID: 106129602751105	|Address: [Null]	|City: [Null]	|Latitude: 39.1016666667	|Longitude: -84.4808333333
Post_ID: 2762720098058108658	|Post_Code: CZXJ0qqlf7y	|Place_Name: Blue Ridge, Virginia	|Short_Name: Blue Ridge	|Place_ID: 103167399722846	|Address: [Null]	|City: [Null]	|Latitude: 37.3719	|Longitude: -79.8165
Post_ID: 2762719105662159148	|Post_Code: CZXJmObLYks	|Place_Name: McAfee Knob Appalachian Trail	|Short_Name: McAfee Knob Appalachian Trail	|Place_ID: 1345639132199336	|Address: [Null]	|City: Blacksburg, VA	|Latitude: 37.23433	|Longitude: -80.42138
